Noms	CI	a_base	BCUT_PEOE_1	BCUT_PEOE_2	BCUT_SLOGP_2	BCUT_SMR_1	BCUT_SMR_2	b_1rotR	b_max1len	GCUT_PEOE_0	GCUT_SLOGP_0	GCUT_SLOGP_3	GCUT_SMR_0	GCUT_SMR_2	logS	mutagenic	PEOE_VSA.0	PEOE_VSA.5	PEOE_VSA.6	PEOE_VSA.0.1	PEOE_VSA_FPOS	rsynth	SlogP_VSA5	SlogP_VSA8	SlogP_VSA9	SMR_VSA5	AMW	Mv	nTB	nR06	nR09	nR10	nR11	nR12	HNar	MSD	Wap	PW3	PW4	PJI2	Lop	T.N..P.	T.O..Cl.	SRW03	piPC06	PCD	X3A	X4A	X3Av	X5Av	MATS1m	MATS2m	MATS7m	MATS8m	MATS4v	MATS5v	MATS6v	MATS4e	MATS7e	MATS8e	MATS2p	MATS5p	MATS6p	MATS7p	MATS8p	GATS4m	GATS5m	GATS6m	GATS7m	GATS4v	GATS2e	GATS4e	GATS2p	GATS7p	GATS8p	JGI2	JGI4	JGI6	SHP2	SPAM	FDI	HOMA	G.O..F.	G.S..F.	G.F..F.	nCp	nR.Cp	nRCOOR	nArCONHR	nRCO	nCONN	nN.C.N.	nRC.N	nArC.N	nRNHR	nArNR2	nN.N	nN.	nNq	nN.CO.2	nArOR	nPyrrolidines	ntH.Thiophenes	nThiophenes	nPyridines	nPyridazines	nPyrazines	C.004	C.005	C.012	C.015	C.020	C.026	C.027	C.029	C.034	H.046	H.047	H.051	H.052	H.054	O.060	N.070	N.071	N.073	N.075	N.076	N.078	N.079	F.081	Cl.090	S.109	P.117	Ui	MLOGP2	ALOGP2	Depressant.50
Ritodrine 	0.1	1	-0.64306259	0.70328671	0.80591482	-0.49986199	0.85431087	0.27272728	6	-0.86683756	-2.2477224	2.6583436	-0.63577449	0.19305076	-2.33113	0	97.059509	0	26.999058	33.825527	0.72885722	1	18.868406	6.4686494	43.81287	160.01389	6.71	0.6	0	2	0	0	0	0	1.826	0.303	3444	0.322	0.147	1	0.665	0	0	0	5.028	28.309	0.209	0.132	0.113	0.037	-0.02	-0.121	0.22	-0.131	-0.242	-0.222	0.193	-0.217	0.211	-0.132	-0.134	-0.234	0.18	0.341	-0.119	1.072	0.987	0.729	0.771	1.13	0.871	1.066	0.905	0.665	0.944	0.092	0.042	0.02	0.319	0.346	0.59	-80.683	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	12	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	3.7	2.339	1.887	0
Ritonavir 	0.090000004	0	-0.51930356	0.5806976	0.67699885	-0.39122003	0.73829281	0.33962265	7	-0.83729672	-1.1654736	3.0260117	-0.53113741	0.19305076	-6.2857499	0	153.00206	12.949531	36.640053	166.68663	0.60976475	0.74000001	70.633995	18.868406	282.94971	320.82043	7.36	0.61	0	2	0	0	0	0	1.852	0.202	26481	0.322	0.164	1	0.744	0	0	0	5.663	41.951	0.196	0.127	0.119	0.037	-0.091	-0.009	-0.04	-0.027	-0.238	0.165	-0.188	-0.242	-0.108	-0.182	0.152	0.071	-0.176	0.005	-0.11	0.455	0.639	0.492	0.549	1.395	0.573	1.439	0.808	0.859	1.017	0.066	0.039	0.018	0.177	0.266	0.517	-67.804	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	12	21	1	5	0	1	0	0	0	2	0	0	0	0	0	0	0	4.7	2.324	30.377	0
Ropivacaine 	0.75	1	-0.38924366	0.48945245	0.45787227	-0.28296548	0.57718545	0.19047619	3	-0.87080806	-2.2599642	2.7895734	-0.62913227	0.12285192	-3.0645399	0	104.03384	40.59901	19.649082	51.842564	0.75443077	0.44999999	0	75.473625	102.73479	128.40317	5.86	0.57	0	2	0	0	0	0	1.818	0.251	3376	0.341	0.188	1	1.113	0	0	0	4.836	20.872	0.188	0.126	0.129	0.048	-0.103	0.099	0.113	0.154	-0.277	-0.356	-0.194	-0.273	0.113	0.153	0.082	-0.351	-0.2	0.118	0.17	1.691	2.13	1.131	0.096	1.601	0.776	1.7	0.899	0.142	0	0.095	0.041	0.019	0.302	0.281	0.56	-80.683	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	8	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0.651	5.76	1
Rosiglitazone 	0.2	0	-0.57846057	0.63480556	0.73337907	-0.37167794	0.79906082	0.25925925	4	-0.81894952	-0.98839235	2.56107	-0.50243348	0.1724689	-4.0261102	0	94.850967	0	0	33.825527	0.71990722	1	51.765594	0	63.653107	159.58505	8.29	0.65	0	2	0	0	0	0	1.948	0.303	9413	0.325	0.168	1	0.553	0	0	0	5.202	39.533	0.196	0.129	0.106	0.033	-0.101	0.049	0.146	-0.017	0.066	-0.03	-0.32	0.059	-0.232	0.369	-0.094	0.04	-0.171	-0.422	0.284	0.99	1.032	0.66	0.5	0.886	0.748	0.933	1.127	1.276	0.595	0.068	0.027	0.019	0.286	0.37	0.584	-71.107	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	15	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	3.907	7.395	15.919	0
Salbutamol 	0.40000001	1	-0.35645807	0.49423155	0.43868944	-0.23034866	0.60405636	0.23529412	5	-0.86585695	-2.2476044	2.6387334	-0.63503844	0.13146657	-1.28915	0	36.034069	8.458519	20.299505	15.808495	0.77003169	1	0	6.4686494	126.14773	73.855812	6.16	0.56	0	1	0	0	0	0	1.606	0.286	1225	0.302	0.134	0.8	1.855	0	0	0	4.808	12.386	0.203	0.127	0.113	0.035	-0.041	-0.119	0.543	-0.061	-0.056	-0.458	0.506	-0.032	0.531	-0.062	-0.146	-0.462	0.481	0.708	-0.046	1.142	1.581	0.565	0.157	1.151	0.787	1.141	0.859	0.058	0.748	0.102	0.056	0.019	0.342	0.321	0.582	-80.683	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	2.807	6.507	0.099	0
Saquinavir 	0.050000001	1	-0.55465347	0.58231008	0.59875059	-0.39061236	0.7125805	0.2264151	5	-0.86780024	-2.2603753	3.2261381	-0.63009965	0.17766863	-7.6595898	0	250.72737	59.148098	39.948589	81.251015	0.69635344	0.51020408	18.868406	113.21043	99.978043	326.15387	6.72	0.6	0	5	0	2	0	0	1.867	0.189	67971	0.319	0.174	0.9	1.055	0	0	0	6.284	66.342	0.181	0.118	0.11	0.039	-0.068	0.062	-0.142	-0.06	-0.232	0.058	0.105	-0.24	-0.144	-0.057	0.058	0.044	0.102	-0.107	-0.099	1.392	1.21	1.129	1.244	1.372	0.72	1.394	0.802	1.193	1.175	0.071	0.046	0.017	0.189	0.279	0.542	-71.94	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	19	2	14	0	0	0	0	0	1	0	0	1	0	0	0	0	4.459	4.213	5.382	0
S_Ketoprofen	0.38999999	0	-0.62502551	0.64671397	0.7184391	-0.47967759	0.82731092	0.2	2	-0.84748334	-1.4899316	2.4940357	-0.5006237	0.18675222	-3.9507799	0	128.6765	0	0	49.634022	0.6303615	1	0	0	33.326015	158.78867	7.92	0.67	0	2	0	0	0	0	1.81	0.261	2784	0.34	0.164	1	1.144	0	0	0	5.483	29.853	0.197	0.123	0.089	0.026	0.009	0.202	0.753	-0.288	-0.208	-0.19	-0.208	-0.208	0.753	-0.287	0.202	-0.19	-0.208	0.753	-0.288	1.188	1.134	1.188	0.509	1.188	0.528	1.188	0.528	0.509	1.425	0.091	0.031	0.022	0.312	0.336	0.575	-77.269	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.907	11.384	7.065	0
SR49059_relcovaptan	0.31	0	-0.6113283	0.61828548	0.69609648	-0.40982774	0.80900222	0.17777778	2	-0.84051907	-1.3706207	3.1022544	-0.52476013	0.17636707	-7.2769198	0	121.77609	12.949531	4.1846013	47.425484	0.61630756	0.56097561	72.318466	37.736813	91.540894	214.16866	9.13	0.66	0	3	1	0	0	0	1.809	0.158	54117	0.377	0.213	0.857	0.903	0	111	0	6.704	61.152	0.161	0.098	0.098	0.029	0.025	-0.086	0.123	-0.103	-0.289	0.22	-0.02	-0.244	0.012	0.063	0.153	0.168	0.095	-0.222	0.194	0.993	1.04	0.923	1.076	1.358	0.772	1.251	0.724	1.121	0.556	0.106	0.053	0.022	0.214	0.278	0.564	-80.683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	20	0	4	0	2	0	1	0	0	0	0	0	0	0	0	0	4.524	2.657	17.53	0
Stavudine	0.23999999	0	-0.59814256	0.57626683	0.59233481	-0.45896521	0.68409407	0.11764706	2	-0.79576361	-1.1699483	2.3636696	-0.51762009	0.15988462	-0.79949999	0	61.02544	12.949531	17.440542	0	0.76300287	1	3.185575	0	57.188232	52.500725	8.01	0.61	0	1	0	0	0	0	1.778	0.264	1896	0.353	0.176	0.8	1	0	0	0	4.663	10.706	0.189	0.116	0.078	0.021	-0.219	0.086	0.119	-1.17	0.238	-0.234	0.005	0.226	0.115	-1.171	0.176	-0.226	-0.002	0.168	-1.137	0.806	1.149	0.986	1.185	0.782	0.721	0.809	0.678	1.057	2.389	0.093	0.058	0.024	0.373	0.362	0.619	-63.612	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.322	0.019	0.265	0
Sufentanil 	0.66000003	1	-0.48912445	0.58605713	0.56630081	-0.39466074	0.67986953	0.31034482	4	-0.88388783	-2.2597458	2.9837475	-0.62994194	0.13610886	-3.89467	0	108.45092	60.898518	0	31.616989	0.82558185	1	54.252274	56.605217	67.360451	214.79192	6.68	0.6	0	2	0	0	0	0	1.94	0.233	7851	0.34	0.197	0.857	1.085	0	0	0	5.169	24.558	0.181	0.116	0.131	0.047	-0.081	-0.08	-0.028	0.009	-0.156	0.166	-0.015	-0.144	-0.12	-0.056	0.072	0.144	0.039	-0.049	-0.282	0.347	0.643	0.762	0.577	1.314	0.709	1.346	0.844	0.754	1.289	0.08	0.036	0.017	0.238	0.296	0.539	-78.25	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	3	18	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3.7	0.415	2.79	0
Sulindac 	0.47	0	-0.63207716	0.6635102	0.76576769	-0.47500929	0.83932841	0.14814815	2	-0.86488187	-1.4896967	2.7407343	-0.47595671	0.18888526	-5.64677	0	123.79617	0	31.384512	26.851192	0.7378484	1	36.427483	36.511589	48.286129	142.3707	8.67	0.68	0	2	1	0	0	0	1.807	0.237	11060	0.334	0.181	1	1.157	0	0	0	6.374	47.04	0.174	0.107	0.103	0.027	0.047	-0.016	-0.051	-0.362	-0.064	-0.184	-0.184	-0.066	0.359	-0.311	0.096	-0.104	-0.102	0.33	-0.031	0.441	0.512	0.583	1.042	0.755	0.594	0.779	0.547	0.815	1.507	0.08	0.045	0.015	0.304	0.331	0.581	-79.979	13.638	4.829	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	3	11	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4.087	18.294	8.621	0
Sulindac SULFIDE	0.81	0	-0.62351799	0.58412409	0.75852907	-0.42598021	0.83319479	0.15384616	2	-0.84888262	-1.4896952	2.7387803	-0.47595519	0.19305076	-6.3779998	0	146.46106	0	0	26.851192	0.71734774	0.041666668	36.427483	36.511589	80.505669	142.3707	8.49	0.68	0	2	1	0	0	0	1.846	0.236	9833	0.335	0.186	1	1.152	0	0	0	6.315	46.48	0.175	0.107	0.101	0.027	-0.053	-0.011	-0.04	-0.352	-0.051	-0.187	-0.184	-0.052	0.5	-0.269	0.124	-0.089	-0.086	0.426	-0.003	0.429	0.5	0.572	1.038	0.734	0.54	0.756	0.515	0.85	1.611	0.072	0.047	0.016	0.3	0.327	0.577	-80.683	9.077	4.829	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	3	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	26.903	16.385	0
Theophylline 	0.80000001	0	-0.36277857	0.30488533	0.44129872	-0.11105963	0.46284249	0	1	-0.82482213	-1.0014195	2.2103412	-0.48452434	0.082240485	-0.79431999	0	0	12.949531	17.440542	0	0.78536385	1	65.794373	0	26.190136	16.78553	8.58	0.63	0	1	1	0	0	0	1.733	0.236	1268	0.396	0.198	0.25	0.808	0	0	0	4.727	8.542	0.182	0.11	0.07	0.018	-0.436	0.299	0	0	0.329	-0.32	0	0.333	0	0	0.375	-0.294	0	0	0	0.794	1.694	0	0	0.745	0.486	0.8	0.485	0	0	0.116	0.074	0	0.432	0.357	0.629	-47.459	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2.322	0.162	4.269	0
Thiopental 	0.94999999	0	-0.27926844	0.4753935	0.398238	0.0096664941	0.62538415	0.25	6	-0.82587582	-1.1836727	2.700995	-0.53245008	0.17238839	-4.6426301	0	137.85938	25.899061	0	0	0.84401274	1	0	56.605217	145.17007	56.605217	7.13	0.58	0	1	0	0	0	0	1.587	0.237	936	0.385	0.213	1	1.656	0	0	0	4.025	3.534	0.175	0.13	0.112	0.035	-0.021	0.088	-0.68	-1.53	-0.073	-0.042	-0.15	0.062	0.143	-0.056	-0.056	0.032	0.085	0.394	0.714	0.769	1.289	2.749	3.991	1.429	0.541	1.352	0.818	1.303	2.607	0.135	0.04	0.011	0.319	0.316	0.56	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.296	7.885	0
