NOM;MOL_ID;CI;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m
Metformin ;C4H13N5;0.34;131.22;5.96;11.36;22.04;12.07;23.83;0.52;1;0.55;2.65;22;9;21;8;2;10;0;0;0;2;95;2;0;0;13;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;90;36;86;3;3989;1385;1558;501;20.5;3;8;27.36;21333;349;348;614;248;698;9029;6386;96;2667;11924;17967;96;-9821;2428;0;206;13533;96;206;13533;36;96;71143;71153;119442;71552;132.8;3377;4582;4582;2729;4556;2455;1568;1368;7153;10941;24529;8545;3548;4076;3369;985;572;266;93;43;667;63;38;4222;691;3852;15;57;11;33;1436;1.53;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3611;4.29;5069;5784;6555;7284;8.05;8785;9547;75975;9;16;0;56;0;220;0;912;0;3896;8;10;8;6;4;0;0;0;0;0;2398;2773;2833;2833;2197;0;0;0;0;0;19348;22034;1139;2686;16328;9453;7439;4037;3851;1981;1016;544;827;505;385;248;169;136;5886;2626;2.03;908;321;149;654;328;203;113;54;37;7439;4037;3851;1981;1016;544;26238;1868;34603;2335;2578;2335;2133;1734;0
Methadone ;C21H28ON;0.82999998;310.5;6.09;30.58;49.86;32.74;47.25;0.6;0.98;0.64;2.05;51;23;52;24;13;31;0.5;2;2;7;135;1;0;12;28;21;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;114;220;135;234;14;15197;1781;1936;257;47.5;7;39;103208;90783;201;4242;5971;4052;7785;21.58;12782;1044;4126;42828;84199;917333;33911;2076;3584;3102;51825;1524;6294;30678;188417;2714;895393;895413;969155;895943;988602;2333;2704;2704;2536;2703;2497;1812;6184;14.48;53945;82042;17432;7566;3536;5735;1083;571;354;194;116;1;294;147;6391;0.93;15.27;55;823;62;35;1485;2119;0;0;0;169079;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;4745;5602;6494;7392;8.3;9212;10127;11043;11961;121876;23;48;0;180;0;846;0;4428;0;24698;24;33;45;57;71;66;62;52;36;20;3466;3.97;4494;5006;5509;5537;5872;6082;6006;5912;64691;86032;1.33;21.34;45728;23297;16872;11019;9517;8074;6126;5218;734;459;288;179;107;73;14751;8663;6.84;5097;3304;2.52;641;361;207;113;58;35;16872;11019;9517;8074;6126;5218;67435;3181;185569;3252;3555;3726;3832;3971;3765
Mezlocilline;C21H24S2N5O8;0.14;538.64;8.98;37.92;62.17;40.19;105.33;0.63;1.04;0.67;2.93;60;36;63;39;13;49;154;4;5;6;95;7;0;6;24;21;5;8;0;2;0;0;0;0;0;0;0;1;2;1;1;0;0;0;0;0;1;200;612889;243;491667;31;23986;1728;1947;204;82.5;17;61;194519;226167;207;17155;31305.889;17595;57590.556;32.48;26665;4071;6462;71.82;156987;3480.405;241972;5152;6346;19118;87917;6066;39245;45865;431307;24461;3264.934;3265.105;4949.748;3473.758;5191.876;1443;1772;1772;1184;1675;1126;4786;6269;84302;150894;176117;26579;9434;4795;6965;1047;614;0.36;196;98;875;900;426;11833;1741;35722;154;2598;144;126;898;2941;0;80521;219763;136398;145457;0;0;0;0;0;46;231;54;0;0;0;0;0;235;114;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;5303;6188;7132;8.04;8986;9906;10854;11782;12731;155923;36;78;0;330;20;1662;266;9074;2592;51938;39;61;82;111;128;147;151;157;178;195;3912;4472;4802;5237;5494;5574;5765;5866;5999;6198;123828;138788;1121;14.96;72052;36186;26577;16736;17287;13362;11856;8418;738;429;283;163;107;66;21137;13.61;12791;8944;6847;4539;587;349;0.21;109;62;35;27.18;18011;19449;14908;13608;9842;120001;4302;358393;4029;4415;4425;4504;4291;4245
Morphine ;C17H20O3N;0.63;286.38;6.98;25.21;40.98;26.6;44.92;0.61;1;0.65;2.14;41;21;45;25;7;29;0.24;5;24;0;0;1;0;6;20;17;1;3;0;0;0;0;0;0;0;0;0;0;1;4;0;1;3;3;3;1;1;132;260;173;287;27;16819;2049;2228;244;45.5;11;49;88228;67.81;182;3359;4983;3631;7676;19.22;9179;712;3.39;45181;82187;398413;60336;892;8442;1815;54159;3238;27065;4625;48.33;36235;605333;605401;753312;605992;785954;1652;1929;1929;1611;1927;1556;1918;4447;23573;35251;92239;12359;3763;1265;2214;961;619;398;238;149;1;289;126;6;667;9819;48;416;44;10;0.61;1936;0;0;18099;98815;0;32557;107483;125421;135163;51798;0;18;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;4.89;5849;6834;7818;8811;9802;10798;11791;12788;125382;21;50;0;214;10;1142;140;6854;1494;43970;25;41;66;104;158;207;264;323;364;387;3401;4016;4632;5236;5.82;6188;6583;6966;7256;7471;110687;137714;1244;27027;44729;21408;14353;10126;10036;9695;8996;8573;683;405;245;147;86;54;12.12;8011;7312;6523;5599;4875;577;0.32;178;99;54;31;14353;10126;10036;9695;8996;8573;63386;3101;204214;3326;3.81;4008;3905;3518;3142
Naloxone ;C19H22O4N;0.63999999;328.42;7.14;28.32;46.19;29.82;55.67;0.62;1;0.65;2.32;46;24;50;28;8;33;214;5;24;2;0.04;2;0;6;22;19;1;4;0;0;0;0;0;0;0;0;0;0;1;4;0;1;3;3;3;1;1;148;316;195;334;29;18493;1973;2161;233;52.5;12;58;106745;87.25;0.18;4757;7457;5028;11966;21797;11669;1047;3793;52101;99.43;635702;85116;1326;8442;2987;63105;4319;37235;8821;72322;49168;900446;900537;1122.854;901603;1174.225;1638;1884;1884;1.56;1882;1501;2214;5849;38247;55322;110039;14793;4554;1513;2807;954;0.61;398;0.24;149;1;393;174;7.25;1208;14479;61;630;80;19;1004;2434;0;0;22777;122437;0;39767;133516;153798;166226;63385;0;21;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;5004;5969;6963;7959;8964;9.97;10979;11989;12999;132797;24;56;0;240;10;1298;140;7984;1512;52846;28;46;75;118;179;237;307;391;451;479;3526;4119;4707;5293;5.87;6239;6618;7013;7297;7474;124.6;152684;1225;28084;50527;24359;16.69;11526;11.25;10877;10085;9507;695;412;245;145;85;53;13625;8907;7941;7171;6254;5328;568;318;173;96;53;0.03;16.69;11526;11.25;10877;10085;9507;72201;3275;244.46;3439;3938;4196;4145;3817;3544
Nicotine ;C10H15N2;0.93000001;163.27;6.05;15.87;26.45;16.96;22.17;0.59;0.98;0.63;1.85;27;12;28;13;6;16;462;2;2;1;36;0;0;6;15;10;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;60;108;69;116;9;8841;2;2089;336;25;3;14;41.34;31833;282;860;1170;834;1429;11984;3531;191;2894;19896;31017;142.3;9893;2049;3401;441;22776;393;1592;6454;34364;917;154.81;154817;187563;155126;196.2;1886;2318;2318;1937;2314;1859;0.64;1.15;3269;11073;43.02;7.75;3237;1513;2091;1102;564;334;184;82;1;124;59;4917;778;4833;23;106;18;2;597;1855;0;0;28853;33.68;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;4111;4934;5778;6619;7469;8315;9167;10015;10867;92275;12;26;0;94;10;410;98;1942;702;9606;13;17;22;27;26;21;20;16;10;6;2833;3277;3732;4176;4.54;4286;4469;4.44;4067;3726;41704;54331;1303;12626;24361;12457;8389;5877;4.97;4183;3437;2252;699;452;292;0.19;127;87;7533;4776;3801;2974;2236;1147;628;367;224;135;83;44;8389;5877;4.97;4183;3437;2252;36422;2473;69093;2697;2936;2751;2541;2269;1386
Oseltamivir ;C16H29O4N2;0.13;313.47;6.15;28.11;50.94;30.11;52.83;0.55;1;0.59;2.4;51;22;51;22;3;25;0;1;1;8;157;3;0;0;29;16;2;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;102;274;115;242;10;13235;1.65;1825;275;49;7;32;99.96;96364;239;4068;6572;3676;9181;21325;15351;1060;4589;37908;73758;937833;0;2.61;1792;3576;45493;1482;6455;30618;174116;2443;898822;899031;1346.071;900.58;1443.866;2795;3289;3288;2.23;3282;2085;1.99;4982;30395;80165;94107;18983;9159;5584;7903;1122;558;321;171;101;1;336;176;8;1273;18545;64;712;76;79;1882;2461;0;0;0;82605;0;0;0;0;0;0;3;34;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;4635;5442;6301;7144;8013;8873;9747;10615;11.49;116.26;22;44;0;160;0;698;0;3352;0;17074;22;29;35;43;53;55;59;50;34;19;3258;3611;3871;4143;4466;4585;4754;4682;4.19;3611;62.84;68923;1097;6083;42825;22259;16698;10421;8946;6.7;5223;4092;759;474;308;191;121;77;14348;8227;5859;4042;2829;1854;652;374;202;115;66;35;16698;10421;8946;6.7;5223;4092;66105;3159;157084;3238;3.55;3635;3656;3725;3484
Ouabain ;C29H44O12;0.07;584.73;6.88;48.29;86.37;51.2;108;0.57;1.02;0.6;2.63;85;41;90;46;2;48;0;6;12;4;44;2;0;0;44;29;0;12;0;0;0;0;0;0;0;0;0;0;2;4;0;0;1;2;0;0;0;244;586;314;526;43;28838;1796;2021;186;94;21;94;226.85;259122;186;23195;38850;24712;68702;35655;28375;5312;6478;90.72;204542;3585.439;358357;3781;10294;25934;112.69;13687;134813;26411;328999;180066;4905.5;4906.349;6374.535;4910.028;6668.161;1267;1359;1359;1076;1358;1034;2925;6397;105142;165986;219.66;30032;10005;4034;7329;969;625;405;218;111;1;1202;547;13341;2366;49807;182;3162;201;123;771;3.23;0;0;161659;344545;0;0;122491;252634;0;0;0;0;0;0;0;0;0;0;541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;5501;6444;7.42;8384;9365;10339;11325;12305;13295;171377;41;92;0;396;20;2096;238;12364;2106;77662;46;76;116;165;217;276;350;444;547;636;3892;4407;4844;5215;5493;5737;5981;6236;6463;6.64;195439;204043;1044;8604;83751;41194;29698;19.22;19458;18.24;15821;12282;724;418;256;157;96;57;23503;14863;13828;12172;10088;7622;573;323;182;105;61;35;29698;19.22;19458;18.24;15821;12282;123032;4465;484.16;3951;4468;4705;4.72;4597;4478
PCB_52;C12H6Cl4;0.74000001;291.98;13.27;17.79;22.71;19.24;38.44;0.81;1.03;0.87;2.4;22;16;23;17;12;23;706;2;2;1;43;0;0;12;6;12;0;0;0;0;0;4;0;0;0;4;0;0;0;2;0;0;0;0;0;0;2;82;152.42;95;174444;12;10751;1778;1958;305;33333;6;24;62798;51.5;247;1746;2337.309;1669;2866.901;15687;8867;412;3433;28092;48371;313333;16499;2231;3584;1082;32981;820;3770;11.18;65672;1969;277176;276327;316;303412;304442;2024;2938;2945;2662;2744;2737;1075;1984;15186;23395;48;12052;4839;2653;3645;1058;591;339;179;113;0.75;188;92;5.75;813;7625;36;248;30;17;0.75;1906;0;0;0;95.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;17;4419;5252;6129;6989;7866;8735;9611;10483;11359;103843;16;34;0;130;0;598;0;3010;0;15884;17;24;30;38;49;40;35;34;28;18;3178;3829;4388;4961;5547;5602;5829;6157;6326;6306;55561;84263;1517;28702;32004;16369;11707;7575;7119;5.59;4346;3974;732;446;297;186;114;81;11;5994;4936;3276;2191;1854;687;353;206;109;58;38;13707;8.73;8677;6832;5335;5608;58154;2712;107766;3251;3704;3796;3702;4073;3692
Pentamidine;C19H26O2N4;0.039999999;342.49;6.72;30.57;50.78;32.31;56.5;0.6;1;0.63;2.26;51;25;52;26;14;34;462;2;2;10;192;2;0;12;26;19;4;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;118;286;130;292;12;16989;1852;1973;243;54;6;32;127892;169.6;345;8760;13796;8794;21494;25714;13829;2120;7067;42143;80567;1836.667;62569;7533;3584;11763;49.68;2648;16827;29035;239093;6582;1710.714;1711.098;2460.498;1713.073;2616.929;1394;1718;1717;1186;1715;1115;1356;2183;20927;47.84;80096;19275;10056;6758;7753;971;564;308;143;76;1;730;355;14.2;2208;27104;130;990;97;21;0.9;3204;0;0;0;202461;0;0;0;0;0;0;72;72;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;4779;5565;6375;7177;7991;8798;9614;10423;11.24;122962;25;52;0;184;0;772;0;3496;0;16492;26;33;38;41;48;47;42;33;32;32;3555;4043;4494;4911;5.39;5.43;5426;4906;4899;4921;90607;121716;1343;31109;50021;25162;18071;12059;10395;7893;5684;4251;723;464;315;208;139;89;14.54;8413;5857;3776;2291;1436;582;324;177;99;56;0.03;18071;12059;10395;7893;5684;4251;75323;3948;172272;3367;3621;3593;3356;3135;3135
Phenobarbitone;C12H12O3N2;0.51999998;232.26;8.01;18.51;29.6;19.18;47.42;0.64;1.02;0.66;2.79;29;17;30;18;9;24;333;2;2;2;67;3;0;6;12;12;2;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;88;270;107;254;13;11326;1774;1947;297;38;6;31;67443;53882;226;1922;3724;1822;6378;16388;9014;458;3368;30832;54404;352667;17509;1861;3584;1172;36544;864;3677;13756;78966;1899;372857;372884;451774;373392;471205;2204;2655;2655;2237;2652;2155;2.56;4976;28013;41448;59487;11648;4206;1696;2882;889;585;381;217;98;1;210;103;6059;789;8699;35;321;38;18;972;2064;0;0;0;105978;0;0;0;0;0;0;0;8;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;4489;5371;6282;7186;8106;9017;9.94;10854;11778;108023;17;36;0;140;0;690;0;3812;0;22296;18;26;37;47;50;47;38;32;20;16;3219;3726;4216;4724;4987;5042;5159;5263;4817;4937;55397;71487;1.29;16091;33914;17.38;12466;8108;7.18;6324;5658;3539;733;0.45;276;171;0.12;71;9319;5334;3862;3026;2064;1149;548;296;149;82;44;23;12466;8108;7.18;6324;5658;3539;51198;2709;121887;3028;3.42;3592;3604;3075;2564
Phenytoin;C15H12O2N2;0.51999998;252.29;8.14;21;31.28;21.73;46.92;0.68;1.01;0.7;2.47;31;19;33;21;14;29;571;3;3;2;61;2;0;12;12;15;2;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;2;102;274;124;280;16;14099;1983;2.1;266;41;6;32;78915;64947;215;2714;4796;2752;8196;18.2;6926;617;3608;35956;64899;469867;40846;1935;5193;1665;42733;1182;5346;13226;94223;3013;484786;484809;562319;485.32;582204;1849;2309;2309;2019;2307;1959;2389;5313;20272;32555;60711;11785;4.43;1783;2748;854;577;358;0.22;121;1;250;117;6158;831;10571;41;455;46;5;565;2076;0;0;48.54;117901;0;0;0;0;0;0;0;3;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;4635;5517;6435;7349;8279;9206;10139;11071;12006;114637;19;42;0;162;10;780;126;4178;1134;23792;21;30;43;60;71;66;68;60;44;28;3401;3951;4494;5077;5.56;5602;5983;6221;6222;6154;61595;83023;1348;21428;38935;19362;13295;9232;8228;7106;6463;5091;0.7;0.44;274;165;108;72;10.09;5.98;4.39;3282;2405;1565;531;285;146;76;0.04;22;13295;9232;8228;7106;6463;5091;57336;3013;149481;3.15;3527;3589;3.64;3545;3.06
Prednisolone ;C21H28O5;0.38;360.49;6.68;31.93;54.01;33.93;65.08;0.59;1;0.63;2.5;54;26;57;29;4;33;0;4;10;2;35;4;0;0;28;21;0;5;0;0;0;0;0;0;0;0;0;0;1;3;0;0;1;2;0;0;0;154;332;198;315;28;18087;1783;2005;235;57;13;59;121584;109615;196;6169;10127;6302;16704;23.87;16283;1425;4385;54439;107.41;939276;89.09;2111;6893;4757;66225;4677;38213;14079;110638;27609;1331;1331.064;1451.389;1331.341;1476.022;1677;1771;1771;1663;1771;1643;2812;5.35;47858;82933;122211;18095;5607;2178;3902;999;623;405;215;114;1;496;230;8846;1408;18296;80;770;84;52;1052;2705;0;0;37415;125669;0;0;61884;139176;0;0;0;0;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;5043;5984;6959;7923;8903;9874;10856;11.83;12813;135184;26;58;0;250;10;1336;140;7922;1404;49628;29;48;73;102;135;166;208;252;285;291;3526;4.06;4564;4927;5298;5537;5781;6045;6312;6441;116038;132534;1142;16496;52972;26294;18905;12171;12.32;11.54;9716;7819;727;0.42;257;158;95;58;15442;9661;9192;8253;6919;5226;594;333;191;113;68;39;18905;12171;12.32;11.54;9716;7819;75962;3364;254.43;3455;3957;4188;4118;3.9;3558
Propofol;C12H18O;0.50999999;178.3;5.75;17.89;30.28;19.31;27.67;0.58;0.98;0.62;2.13;31;13;31;13;6;16;462;1;1;2;65;0;0;6;18;12;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;62;122;71;130;8;7573;1592;1791;363;27;5;19;46348;36;265;929;1320;791;1478;12763;8.42;234;3;21042;34.6;195333;0;1856;1792;545;24.49;396;1368;12903;50943;611;193;193008;207447;193041;210403;2.6;3228;3228;3.04;3227;3006;1188;3.93;8667;22958;34106;10264;3927;2101;3.1;1.12;589;346;173;74;1;119;63;4846;805;5692;26;130;19;30;1.23;1854;0;0;0;42762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;4143;4963;5826;6668;7533;8382;9247;10097;10962;93821;13;26;0;98;0;446;0;2226;0;11646;13;18;22;25;24;19;14;8;0;0;2833;3384;3907;4355;4727;4616;4577;3944;0;0;36097;45344;1256;9247;25089;13419;10008;6037;5606;4138;3313;1933;0.77;464;311;188;133;81;8834;4854;4094;2342;1512;847;0.68;373;227;106;0.06;35;10008;6037;5606;4138;3313;1933;36797;2312;74.02;2663;2979;3.06;2926;2197;1609
Pyridoxal ;C8H9O3N;0.37;167.18;7.96;12.92;21.62;13.41;36.17;0.62;1.03;0.64;3.01;21;12;21;12;7;16;0.5;1;1;2;95;1;0;6;9;8;1;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;56;198;65;167;7;7167;1636;1817;374;27.5;4;18;40.97;31;269;744;1636;626;2756;11748;7138;186;2818;19.08;30617;150667;0;1244;1792;409;22081;330;1105;10441;41151;506;136673;136693;177122;136868;185506;2.58;3561;3.56;2856;3556;2745;1823;3.46;20618;25561;43.02;8846;3433;1522;2531;0.86;567;373;0.19;86;1;106;56;4667;722;5167;22;108;20;21;1258;1784;0;0;0;38248;0;0;0;0;0;0;0;12;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;4043;4875;5727;6578;7433;8287;9143;9998;10853;90937;12;24;0;88;0;402;0;2032;0;10774;12;16;21;23;23;16;9;3;1;0;2833;3384;3966;4429;4819;4691;4437;3663;2784;0;34061;47007;1.38;12946;23261;12454;9138;5702;4654;4167;3017;2006;761;475;291;198;131;87;6612;3438;2407;1646;0.91;498;551;287;0.15;78;0.04;22;9138;5702;4654;4167;3017;2006;36657;2238;65.38;2662;2935;3101;2.88;2279;847
Pyridoxal_5_phosphate;C8H8PO6N;0.07;245.14;10.21;15.34;25.57;16.46;55.47;0.64;1.07;0.69;3.47;24;16;24;16;8;21;375;1;1;4;167;2;0;6;8;8;1;6;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;78;343309;87;183444;10;9246;1587;1782;329;38167;6;22;64059;55875;271;1752;4243.975;1550;8388.111;15963;11133;447;3725;26532;46304;389;0;2.97;1792;1283;31193;679;2673;18677;85361;1074;292585;291876;512073;337659;482993;2518;3784;3792;2265;3337;2371;5919;3656;35973;48963;59245;12666;4626;3305;3662;1035;595;313;147;79;1;196;103;6438;1063;9484;39;270;32;43;1656;2203;0;0;0;56.51;0;0;0;0;0;0;0;30;0;5;0;0;0;0;56;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;4369;5165;6043;6864;7739;8572;9445;10285;11155;101636;16;32;0;124;0;566;0;2788;0;14312;16;23;25;28;32;29;25;18;11;4;3091;3676;4056;4509;4955;4977;5007;4842;4652;3841;47218;63729;1.35;16511;30881;16324;12345;7348;7345;4908;3487;2595;772;459;319;196;125;81;9079;5.52;4024;2276;1333;889;567;345;175;91;48;28;12595;8275;8751;5355;3796;2963;56523;2619;98903;3335;3467;3.36;3295;3255;3196
Pyridoxine ;C8H11O3N;0.56;169.2;7.36;13.52;23.5;14.18;34.67;0.59;1.02;0.62;2.89;23;12;23;12;6;15;0.5;1;1;2;87;0;0;6;11;8;1;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;56;182;65;155;7;7167;1636;1817;374;27.5;4;18;40.97;31;269;744;1550;626;2499;11748;7138;186;2818;19.08;30617;150667;0;1244;1792;409;22081;330;1105;10441;41151;506;140798;140821;187869;141012;197607;2.58;3.48;3.48;2726;3475;2611;1787;3376;19743;24665;43.02;9.13;3627;1636;2759;896;567;373;0.19;86;1;106;56;4667;722;5167;22;108;20;21;1258;1784;0;0;0;38248;0;0;0;0;0;0;0;12;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;4043;4875;5727;6578;7433;8287;9143;9998;10853;90937;12;24;0;88;0;402;0;2032;0;10774;12;16;21;23;23;16;9;3;1;0;2773;3.35;3907;4336;4.73;4594;4163;3169;2151;0;34061;45172;1326;11112;23261;12454;9138;5702;4654;4167;3017;2006;761;475;291;198;131;87;6.78;3584;2512;1759;997;533;565;299;157;84;43;23;9138;5702;4654;4167;3017;2006;36657;2238;65.38;2662;2935;3101;2.88;2279;847
Pyrimethamine  ;C12H13ClN4;1;248.74;8.29;19.67;30.15;20.69;39.61;0.66;1;0.69;2.33;30;17;31;18;12;24;667;2;2;2;65;0;0;12;13;12;4;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;1;86;205605;100;231111;12;11444;1789;1.96;296;36333;6;26;68856;58588;0.25;2088;3326.716;1998;4811.556;16724;9482;498;3662;29955;52596;377;18717;2248;3584;1403;35296;928;4244;13009;78519;2252;362.79;362575;425304;370252;436385;2008;2759;2.76;2394;2718;2336;1461;1904;14857;22785;65487;11989;4798;2443;3383;945;579;342;193;108;0.8;241;118;6941;0.9;9446;40;316;45;18;972;2.19;0;0;0;105.02;0;0;0;0;0;0;8;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;4466;5303;6184;7043;7929;8796;9683;10552;11.44;106396;17;36;0;136;0;624;0;3152;0;16756;18;25;32;42;50;47;44;37;32;22;3219;3.85;4425;5017;5547;5725;5968;6193;6405;6477;58343;86759;1487;28415;34026;17344;12414;8113;7319;5.81;4986;3876;0.73;451;293;182;119;78;10.2;5671;4086;2749;1859;1254;0.6;315;163;86;44;25;12914;8402;7728;6099;5152;4.09;53.25;2813;116893;3089;3466;3483;3379;3162;2876
